Unique_ID,First_Name,Last_Name,Age_at_First_Offense,Current_Age,Gender,Education_Level,Employment_Status,Marital_Status,Substance_Abuse_History,Mental_Health_Issues,Family_Criminal_History,Prior_Convictions,Type_of_Crimes_Committed,Length_of_Prison_Stay,In_Prison_Behavior,Discharge_Status,Neighborhood_Crime_Rates,Access_to_Support_Services,Social_Support,Recidivism_of_Peers,Number_of_Reoffenses,Socioeconomic_Status,Dependents,Gang_Affiliation,Committed_Juvenile_Crime,Address
119,Atharv,Nagarajan,10,49,Other,Graduate,Unemployed,Single,No,No,No,5,Drug Trafficking,17,Good,Escaped,5.6,Yes,Weak,Moderate,3,Middle,0,No,Yes,"H.No. 32, Vaidya, Mumbai-487878"
120,Ekani,Talwar,26,43,Other,Secondary,Employed,Widowed,Yes,Yes,No,5,Cybercrime,9,Poor,Parole,5.73,Yes,Moderate,Low,3,Low,0,No,No,"32/05, Subramaniam Nagar, Guwahati 199300"
121,Raghav,Hayer,15,41,Female,Higher Secondary,Employed,Divorced,No,Yes,Yes,8,Murder,12,Good,Parole,6.59,No,Weak,High,3,Middle,0,Yes,No,"83, Verma Street, Avadi-224876"
122,Aradhana,Wali,13,26,Female,Primary,Unemployed,Married,No,No,No,8,Murder,17,Poor,Parole,1.85,No,Moderate,Low,3,High,5,Yes,No,"H.No. 528, Mitter Road, Pimpri-Chinchwad-848339"
123,Rayaan,Hayer,22,42,Female,Primary,Unemployed,Single,No,No,Yes,9,Cybercrime,17,Good,Parole,2.08,Yes,Strong,Low,4,Middle,4,Yes,Yes,"065, Dugal Street, Surendranagar Dudhrej-531400"
124,Wahab,Swamy,11,61,Other,Postgraduate,Employed,Married,Yes,No,No,0,Assault,17,Poor,Completed Sentence,9.26,Yes,Strong,Moderate,0,Middle,3,No,Yes,"87/97, Viswanathan Street, Thiruvananthapuram 183486"
125,Ekapad,Raman,24,48,Male,Higher Secondary,Self-Employed,Widowed,Yes,Yes,Yes,2,Fraud,16,Good,Escaped,3.0,No,Weak,Low,0,Middle,5,Yes,Yes,"915, Krish Circle, Shahjahanpur 304780"
126,Ekavir,Mann,14,40,Female,Graduate,Self-Employed,Widowed,No,No,Yes,3,Fraud,6,Poor,Escaped,2.68,No,Strong,Low,0,High,0,Yes,Yes,"66/105, Joshi Circle, Katihar 613538"
127,Damini,Majumdar,27,30,Other,Secondary,Unemployed,Divorced,Yes,Yes,No,5,Assault,2,Good,Parole,6.73,No,Strong,Low,1,Middle,3,Yes,No,"H.No. 00, Wali Chowk, Tiruvottiyur-459671"
128,Chavvi,Menon,13,42,Female,Higher Secondary,Unemployed,Divorced,No,No,Yes,6,Murder,18,Average,Completed Sentence,6.17,No,Moderate,Moderate,2,High,4,No,No,"38/852, Boase Path, Ramgarh 269775"
129,Warda,Date,26,27,Female,Secondary,Self-Employed,Widowed,No,No,Yes,1,Assault,8,Poor,Escaped,5.11,Yes,Strong,Low,0,Low,5,No,No,"18/056, Kapur Chowk, Nagaon 957664"
130,Shivansh,Ray,18,19,Female,Postgraduate,Employed,Widowed,Yes,No,No,3,Theft,8,Average,Parole,1.18,Yes,Strong,High,2,High,2,Yes,No,"H.No. 961, Anne Ganj, Bhilwara 362894"
131,Harshil,Dey,18,68,Male,Higher Secondary,Self-Employed,Widowed,Yes,No,Yes,3,Assault,18,Good,Escaped,1.4,Yes,Strong,High,0,Middle,5,Yes,Yes,"H.No. 90, Thaman Path, Fatehpur-687968"
132,Neha,Chokshi,18,33,Male,Higher Secondary,Employed,Single,No,No,Yes,1,Assault,16,Average,Completed Sentence,1.46,Yes,Moderate,Low,4,Middle,3,No,Yes,"62/528, Pillay Chowk, Sikar 121786"
133,Aradhana,Banerjee,16,18,Male,Graduate,Unemployed,Married,Yes,No,Yes,9,Murder,19,Average,Completed Sentence,6.78,No,Weak,Moderate,4,Low,4,No,Yes,"96/957, Narayanan Circle, Jamalpur 015760"
134,Rishi,Wason,25,67,Other,No Formal Education,Self-Employed,Married,Yes,Yes,Yes,0,Fraud,14,Poor,Completed Sentence,3.26,Yes,Moderate,Moderate,3,Low,3,Yes,No,"47/80, Anand Zila, Ichalkaranji 232656"
135,Pushti,Gupta,14,19,Other,Secondary,Unemployed,Widowed,Yes,Yes,No,8,Assault,15,Good,Completed Sentence,1.29,Yes,Strong,High,4,Middle,1,Yes,Yes,"54/94, Bhavsar Zila, Malda-471336"
136,Yachana,Seshadri,28,54,Other,Postgraduate,Unemployed,Married,Yes,Yes,No,10,Fraud,7,Good,Escaped,4.93,Yes,Moderate,Low,5,High,2,No,No,"688, Bhardwaj Street, Singrauli-198079"
137,Pratyush,Pathak,16,57,Female,Higher Secondary,Unemployed,Married,No,No,Yes,6,Cybercrime,4,Poor,Parole,9.82,No,Moderate,Moderate,1,High,5,No,No,"H.No. 429, Loyal Road, Ujjain 696491"
138,Zehaan,Chaudhari,14,36,Male,Graduate,Employed,Single,No,Yes,No,5,Fraud,9,Average,Completed Sentence,4.02,Yes,Weak,High,3,High,3,Yes,No,"52/05, Shan, Durgapur 518918"
139,Ucchal,Mander,18,66,Male,Postgraduate,Employed,Single,No,No,Yes,0,Theft,13,Average,Completed Sentence,9.75,No,Weak,High,3,High,3,Yes,Yes,"670, Ram Nagar, Malegaon 371560"
140,Ekani,Bansal,18,46,Male,Postgraduate,Unemployed,Widowed,No,Yes,Yes,8,Cybercrime,15,Poor,Completed Sentence,8.57,Yes,Weak,Low,5,High,1,No,No,"H.No. 08, Batta, Ballia-802214"
141,Nitesh,Khanna,14,18,Female,Primary,Self-Employed,Widowed,No,No,Yes,3,Drug Trafficking,11,Good,Escaped,8.5,Yes,Strong,High,5,High,3,No,No,"H.No. 105, Narang Zila, Secunderabad-926032"
142,Vihaan,Menon,20,64,Male,Postgraduate,Employed,Single,No,Yes,No,4,Drug Trafficking,10,Poor,Completed Sentence,6.81,No,Moderate,Low,5,Low,1,Yes,No,"H.No. 386, Buch Circle, Chittoor 290712"
143,Owen,Hayer,13,38,Female,Secondary,Unemployed,Married,No,No,Yes,3,Cybercrime,7,Average,Completed Sentence,3.67,Yes,Weak,High,0,Middle,4,Yes,Yes,"63/148, Edwin Circle, Udupi-183720"
144,Lajita,Ravel,15,52,Other,No Formal Education,Employed,Divorced,Yes,No,Yes,1,Theft,7,Good,Escaped,8.69,No,Weak,High,5,Low,0,No,No,"H.No. 70, Padmanabhan Ganj, Secunderabad-713275"
145,Raagini,Bail,10,55,Female,No Formal Education,Self-Employed,Married,No,Yes,No,7,Drug Trafficking,14,Good,Completed Sentence,2.13,Yes,Strong,Low,1,Middle,5,No,No,"03, Wali Street, Bharatpur 478866"
146,Amaira,Bhavsar,15,32,Female,Higher Secondary,Self-Employed,Divorced,Yes,Yes,No,10,Murder,18,Average,Completed Sentence,4.79,Yes,Weak,Low,3,Middle,3,Yes,Yes,"876, Pau Zila, Chapra-086076"
147,Yahvi,Kadakia,10,63,Female,Higher Secondary,Self-Employed,Single,Yes,Yes,No,4,Assault,16,Poor,Parole,6.56,No,Weak,High,1,Middle,5,No,No,"883, Gola Ganj, Sagar 963278"
148,Ekaraj,Suresh,18,41,Female,Graduate,Self-Employed,Married,Yes,Yes,Yes,0,Fraud,8,Average,Completed Sentence,2.37,No,Weak,Low,1,Low,3,No,Yes,"H.No. 751, Patla Marg, Buxar 493576"
149,Rajata,Bansal,17,23,Other,Primary,Unemployed,Widowed,Yes,Yes,No,10,Assault,9,Poor,Completed Sentence,2.26,Yes,Weak,High,4,High,4,Yes,No,"607, Palan, Dindigul-812434"
150,Gaurika,Warrior,18,47,Female,Higher Secondary,Self-Employed,Single,No,Yes,No,1,Cybercrime,18,Good,Parole,7.58,No,Weak,Low,3,Middle,2,Yes,Yes,"75/22, Wali, Karimnagar-742949"
151,Sanya,Upadhyay,17,70,Female,Postgraduate,Unemployed,Married,Yes,Yes,No,3,Fraud,15,Average,Escaped,7.32,Yes,Weak,High,1,Low,4,Yes,Yes,"16, Dara Path, Nizamabad 052087"
152,Hema,Dada,25,37,Other,No Formal Education,Employed,Widowed,No,Yes,Yes,7,Theft,3,Poor,Escaped,4.77,No,Strong,Low,5,High,0,No,No,"H.No. 31, Walia Path, Mehsana-830189"
153,Rajeshri,Thaker,10,38,Female,Postgraduate,Unemployed,Widowed,No,Yes,Yes,7,Drug Trafficking,17,Average,Parole,3.56,No,Moderate,High,2,High,0,Yes,Yes,"059, Manne Street, Karaikudi 466353"
154,Ryan,Devan,13,18,Other,Secondary,Employed,Single,Yes,Yes,No,7,Cybercrime,15,Good,Escaped,3.4,Yes,Moderate,Low,5,Middle,1,Yes,No,"H.No. 018, Chhabra, Vellore-527450"
155,Lipika,Bora,20,30,Other,No Formal Education,Self-Employed,Widowed,Yes,Yes,Yes,1,Fraud,7,Average,Completed Sentence,9.7,Yes,Weak,Moderate,4,High,2,Yes,Yes,"H.No. 575, Bhalla Ganj, Bardhaman 031756"
156,Chanchal,Menon,14,34,Male,No Formal Education,Employed,Single,No,No,No,6,Fraud,17,Good,Completed Sentence,2.93,No,Strong,Low,2,Low,5,Yes,No,"88, Deshmukh Chowk, Thiruvananthapuram 483422"
157,Rajeshri,Vyas,16,64,Other,No Formal Education,Unemployed,Single,Yes,No,No,10,Murder,4,Average,Completed Sentence,9.77,No,Moderate,Moderate,4,High,3,No,No,"H.No. 201, Narain Street, Nandyal-081021"
158,Ishita,Gour,17,70,Female,Higher Secondary,Employed,Widowed,Yes,No,No,0,Drug Trafficking,3,Average,Parole,1.15,Yes,Weak,Moderate,1,High,2,No,Yes,"595, Lata Chowk, Muzaffarnagar 622476"
159,Rayaan,Kamdar,21,68,Male,Primary,Employed,Single,No,Yes,No,6,Cybercrime,8,Poor,Parole,2.67,No,Moderate,High,0,Middle,1,Yes,Yes,"18/45, Chhabra Circle, Orai 087535"
160,Utkarsh,Ranganathan,28,32,Other,No Formal Education,Unemployed,Single,No,Yes,No,10,Drug Trafficking,15,Good,Parole,3.49,No,Strong,Low,2,Low,3,Yes,Yes,"139, Bajwa Circle, Bathinda-682943"
161,Chakrika,Pandit,23,25,Male,Primary,Self-Employed,Divorced,No,No,Yes,8,Cybercrime,2,Poor,Completed Sentence,5.19,Yes,Weak,Moderate,2,Middle,3,No,No,"H.No. 50, Parmar Chowk, Karawal Nagar 979677"
162,Harrison,Rastogi,17,22,Female,Higher Secondary,Self-Employed,Widowed,Yes,Yes,No,4,Drug Trafficking,17,Average,Completed Sentence,6.11,Yes,Moderate,Moderate,4,Middle,4,No,Yes,"35, Kata Circle, Jalgaon-800636"
163,Matthew,Dayal,27,55,Other,Secondary,Employed,Divorced,Yes,Yes,Yes,6,Assault,16,Poor,Escaped,8.45,No,Moderate,High,5,Middle,2,No,Yes,"H.No. 29, Bose Street, Sikar-520737"
164,Mohini,Sagar,12,48,Other,Graduate,Self-Employed,Single,No,Yes,No,8,Assault,13,Good,Parole,1.82,Yes,Weak,High,3,Middle,4,Yes,Yes,"H.No. 93, Joshi Zila, Bharatpur-982381"
165,Warinder,Sarkar,21,33,Other,Graduate,Unemployed,Single,Yes,Yes,No,3,Cybercrime,14,Average,Escaped,3.89,Yes,Weak,Low,4,High,5,Yes,No,"H.No. 634, Parekh Street, Kamarhati-349408"
166,Hemal,Barman,15,55,Female,Graduate,Employed,Divorced,Yes,Yes,Yes,5,Assault,14,Poor,Completed Sentence,1.24,Yes,Weak,High,4,Middle,4,No,No,"77/170, Patla, Deoghar 223329"
167,Maya,Lal,27,39,Male,Postgraduate,Self-Employed,Married,Yes,No,Yes,3,Murder,3,Average,Completed Sentence,1.11,Yes,Moderate,Moderate,1,High,1,No,No,"H.No. 61, Gulati Ganj, Mango 492180"
168,Shivani,Dhingra,30,54,Other,Postgraduate,Unemployed,Divorced,No,Yes,Yes,2,Cybercrime,12,Poor,Parole,7.23,Yes,Moderate,Low,0,High,4,Yes,No,"34/023, Bera Path, Avadi-175069"
169,Vasatika,Dalal,20,66,Female,Postgraduate,Unemployed,Single,Yes,No,No,3,Assault,1,Poor,Parole,5.14,Yes,Weak,High,4,Low,3,Yes,No,"121, Bhat Marg, Mango 617722"
170,Tamanna,Pandya,27,67,Male,Primary,Self-Employed,Married,No,No,No,0,Theft,5,Average,Completed Sentence,9.19,Yes,Weak,Low,2,High,3,No,No,"H.No. 01, Vora Street, Nangloi Jat 848875"
171,Fiyaz,Mistry,15,66,Male,No Formal Education,Unemployed,Widowed,No,Yes,Yes,3,Cybercrime,14,Good,Completed Sentence,4.65,Yes,Weak,Low,4,High,1,Yes,No,"536, Karan Nagar, Baranagar 778522"
172,Ishwar,Puri,22,34,Female,Higher Secondary,Employed,Single,Yes,No,No,6,Assault,6,Poor,Parole,8.43,No,Weak,Moderate,4,Low,0,No,No,"36, Shanker, Jamnagar-043608"
173,Sai,Sachdev,16,54,Other,Postgraduate,Unemployed,Divorced,No,Yes,No,10,Fraud,19,Average,Parole,9.07,No,Strong,Moderate,2,High,1,No,No,"22, Singhal Chowk, Pali 538550"
174,Tejas,Bera,30,37,Female,Graduate,Self-Employed,Married,No,Yes,Yes,6,Theft,14,Good,Parole,4.4,Yes,Strong,Moderate,1,Low,4,No,No,"72/996, Vasa Chowk, Udaipur-791947"
175,Finn,Sawhney,11,49,Male,No Formal Education,Unemployed,Widowed,Yes,No,No,1,Murder,1,Good,Escaped,5.13,No,Strong,Moderate,0,High,5,No,Yes,"H.No. 95, Ben Road, Kolhapur 566810"
176,Pushti,Yogi,10,42,Female,No Formal Education,Self-Employed,Divorced,Yes,Yes,Yes,7,Drug Trafficking,9,Average,Parole,6.88,Yes,Strong,High,5,Middle,5,No,No,"639, Ahuja Zila, Nashik 327604"
177,Vivaan,Sandal,27,54,Male,Secondary,Employed,Divorced,No,No,Yes,4,Theft,20,Average,Parole,5.76,Yes,Strong,Low,5,Middle,2,Yes,No,"87, Kapoor Path, Nellore-373870"
178,Nandini,Bhalla,21,39,Female,Higher Secondary,Self-Employed,Widowed,No,Yes,Yes,6,Fraud,3,Poor,Completed Sentence,7.79,No,Strong,High,0,Middle,0,Yes,Yes,"329, Dass Ganj, Gangtok 469822"
179,Oni,Deshpande,10,37,Other,No Formal Education,Self-Employed,Divorced,No,No,No,3,Murder,19,Good,Completed Sentence,8.9,No,Weak,High,4,Low,3,Yes,No,"32/29, Pillai Zila, Bhiwani 579377"
180,Zilmil,Kala,12,36,Female,Higher Secondary,Self-Employed,Widowed,No,Yes,Yes,10,Murder,10,Average,Completed Sentence,8.02,Yes,Strong,High,2,Middle,4,No,Yes,"54/131, Sant, Sikar 983791"
181,Vritti,Kota,17,19,Other,No Formal Education,Self-Employed,Widowed,No,Yes,Yes,2,Fraud,5,Good,Completed Sentence,1.08,Yes,Weak,High,5,Low,0,No,Yes,"H.No. 42, Ben Path, Miryalaguda 492589"
182,Varenya,Kurian,18,70,Male,No Formal Education,Unemployed,Widowed,Yes,Yes,Yes,2,Assault,19,Good,Completed Sentence,6.22,Yes,Weak,Moderate,5,High,3,Yes,No,"373, Kumer, Hazaribagh 202875"
183,Lipika,Nagy,23,46,Female,Secondary,Self-Employed,Married,Yes,No,Yes,8,Assault,15,Poor,Escaped,2.72,Yes,Weak,Moderate,2,High,3,Yes,No,"H.No. 98, Sathe Chowk, Gopalpur 976798"
184,Kavya,Chowdhury,10,36,Male,Primary,Unemployed,Single,No,Yes,No,7,Murder,18,Good,Completed Sentence,4.49,Yes,Weak,High,5,Low,1,Yes,Yes,"H.No. 918, Parsa Ganj, Danapur-705386"
185,Ekavir,Nori,25,56,Other,Secondary,Unemployed,Divorced,No,No,No,9,Cybercrime,9,Good,Parole,4.83,Yes,Moderate,High,5,Middle,0,No,No,"641, Ramesh, Hapur-372196"
186,Eiravati,Bhavsar,18,46,Female,Secondary,Self-Employed,Divorced,Yes,No,No,6,Theft,11,Poor,Parole,2.59,No,Strong,Moderate,1,Low,1,No,Yes,"07/588, Pandit Nagar, Ambala 443075"
187,Ganga,Sankaran,15,32,Female,Graduate,Unemployed,Divorced,No,Yes,Yes,0,Drug Trafficking,3,Poor,Escaped,4.45,Yes,Strong,Moderate,5,Middle,0,Yes,No,"076, Bains Path, Rajkot-242233"
188,Max,Arya,23,36,Other,Secondary,Self-Employed,Divorced,No,No,Yes,6,Drug Trafficking,2,Average,Escaped,6.06,Yes,Moderate,Moderate,5,High,0,No,No,"12/07, Buch Nagar, Alwar-858332"
189,Vedant,Rana,14,62,Other,Graduate,Self-Employed,Widowed,Yes,Yes,Yes,1,Cybercrime,3,Good,Parole,7.33,Yes,Weak,High,5,High,5,No,No,"64/08, Randhawa Zila, Tenali 776937"
190,Bhanumati,Thakur,13,56,Female,Postgraduate,Employed,Divorced,Yes,Yes,Yes,10,Murder,14,Good,Parole,9.35,No,Weak,Low,0,High,0,No,No,"71/837, Ramanathan Nagar, Ahmedabad 747531"
191,Michael,Choudhry,15,41,Other,Secondary,Unemployed,Widowed,No,No,Yes,10,Murder,7,Poor,Escaped,9.35,Yes,Moderate,Low,4,Middle,4,No,No,"H.No. 206, Mahajan Chowk, Narasaraopet-323145"
192,Urvashi,Mahajan,18,29,Female,Postgraduate,Employed,Single,No,No,Yes,10,Drug Trafficking,13,Good,Escaped,1.55,Yes,Moderate,High,5,Low,5,Yes,No,"69/062, Dhawan Chowk, Rewa-160994"
193,Mahika,Ganesh,14,46,Male,Higher Secondary,Employed,Widowed,No,Yes,No,5,Drug Trafficking,7,Poor,Completed Sentence,4.29,No,Weak,High,1,High,2,No,No,"H.No. 66, Singhal Circle, Mango-288351"
194,Damyanti,Hari,17,54,Other,Primary,Employed,Single,No,No,No,4,Theft,11,Good,Parole,4.92,Yes,Moderate,Low,4,High,4,No,Yes,"913, Chopra, Secunderabad 489395"
195,Tanveer,Kamdar,22,36,Female,Higher Secondary,Self-Employed,Widowed,No,No,No,4,Theft,18,Good,Parole,2.64,No,Weak,High,3,Middle,3,Yes,Yes,"562, Bala Street, Davanagere 713754"
196,Ekiya,Wable,23,37,Other,Postgraduate,Unemployed,Divorced,No,No,Yes,8,Fraud,14,Poor,Completed Sentence,1.07,Yes,Strong,High,1,High,1,Yes,Yes,"18/168, Bhavsar Path, Panchkula 367801"
197,Gaurav,Sundaram,10,69,Male,Higher Secondary,Unemployed,Single,No,No,Yes,4,Fraud,1,Average,Escaped,1.04,Yes,Weak,Moderate,3,Low,3,Yes,No,"H.No. 46, Kapur, Pondicherry-288989"
198,Hiral,Ghosh,23,48,Female,Secondary,Unemployed,Married,Yes,No,Yes,4,Fraud,19,Average,Escaped,7.8,Yes,Weak,Low,1,High,2,No,No,"52, Raghavan Nagar, Siwan-882958"
199,Onkar,Mangat,10,66,Female,Postgraduate,Self-Employed,Married,Yes,No,No,7,Murder,18,Average,Completed Sentence,3.57,No,Strong,Low,3,Low,2,No,Yes,"66/319, Jayaraman Nagar, Rampur-806317"
200,Nathaniel,Bera,20,25,Female,Secondary,Employed,Single,No,Yes,Yes,3,Cybercrime,1,Average,Parole,5.81,No,Weak,High,1,High,4,Yes,No,"H.No. 017, Bains Marg, Indore-417059"
201,Henry,Rout,25,58,Female,Primary,Self-Employed,Divorced,Yes,Yes,Yes,0,Drug Trafficking,9,Average,Escaped,9.14,Yes,Moderate,Moderate,2,Middle,5,Yes,Yes,"03/014, Contractor Marg, Visakhapatnam-717741"
202,Theodore,Chandra,14,52,Male,Graduate,Self-Employed,Widowed,Yes,Yes,No,0,Assault,7,Average,Escaped,1.72,Yes,Moderate,Low,4,Low,4,No,No,"H.No. 536, Wagle Ganj, Kulti-539403"
203,Vasudha,Pai,26,30,Male,Higher Secondary,Employed,Single,Yes,Yes,No,6,Fraud,17,Poor,Escaped,3.16,No,Strong,Moderate,4,High,3,No,Yes,"627, Venkataraman Ganj, Karnal-434193"
204,Amaira,Kade,21,69,Male,No Formal Education,Employed,Married,No,No,No,9,Assault,6,Average,Parole,1.42,Yes,Moderate,Moderate,1,Low,4,No,No,"02/81, Prabhakar, Bathinda-756006"
205,Nathaniel,Das,26,40,Female,Primary,Self-Employed,Married,Yes,No,No,9,Fraud,13,Poor,Completed Sentence,1.51,No,Strong,Moderate,3,High,4,No,No,"H.No. 31, Dyal Ganj, Kulti-669384"
206,Vamakshi,Sidhu,18,42,Female,Secondary,Unemployed,Widowed,Yes,Yes,No,1,Murder,1,Poor,Escaped,9.93,No,Moderate,High,5,High,3,No,No,"62/761, Pillay Path, Thane-554124"
207,Bhavani,Varughese,11,59,Female,Graduate,Employed,Single,Yes,Yes,Yes,5,Assault,13,Good,Parole,9.99,No,Moderate,Low,3,High,4,No,No,"97/99, Lad, Giridih 752180"
208,Vihaan,Dayal,22,60,Male,Higher Secondary,Employed,Single,No,No,Yes,6,Fraud,8,Good,Parole,4.02,No,Moderate,Moderate,5,High,5,No,Yes,"475, Kale Street, Muzaffarpur 100415"
209,Azaan,Sahni,25,34,Female,Secondary,Self-Employed,Single,Yes,No,No,6,Fraud,4,Good,Parole,1.0,No,Weak,High,2,High,4,No,No,"824, Koshy Road, Hospet 296359"
210,Yamini,Pall,29,41,Male,Primary,Employed,Divorced,Yes,No,Yes,0,Assault,1,Good,Completed Sentence,7.69,No,Moderate,High,5,Low,2,No,Yes,"H.No. 151, Hayre, Bhimavaram-677209"
211,Balendra,Sarna,18,23,Male,Primary,Self-Employed,Widowed,No,Yes,Yes,9,Assault,11,Poor,Parole,7.95,No,Weak,Low,5,Middle,4,No,No,"69/060, Reddy Path, Gurgaon-262698"
212,Rachana,Kalita,24,38,Female,Postgraduate,Self-Employed,Divorced,No,Yes,Yes,6,Cybercrime,8,Poor,Escaped,5.13,Yes,Strong,Low,0,High,5,No,Yes,"34, Dasgupta Marg, Silchar-899231"
213,Azaan,Mukhopadhyay,18,28,Other,Primary,Self-Employed,Married,Yes,No,Yes,7,Cybercrime,1,Good,Completed Sentence,9.76,Yes,Weak,Moderate,1,Low,0,Yes,Yes,"H.No. 65, Manda Circle, Kishanganj 439175"
214,Yahvi,Gulati,13,65,Male,No Formal Education,Unemployed,Divorced,Yes,No,No,6,Cybercrime,14,Poor,Parole,3.34,No,Weak,Moderate,1,Middle,5,No,Yes,"210, Pathak, Srikakulam-974343"
215,Indira,Singh,23,38,Female,Higher Secondary,Self-Employed,Married,No,No,No,7,Theft,9,Poor,Completed Sentence,1.24,Yes,Weak,Low,4,Middle,1,No,No,"95/232, Grover Circle, Bijapur-095911"
216,Ishwar,Gala,15,25,Other,No Formal Education,Employed,Married,Yes,No,No,5,Drug Trafficking,16,Poor,Escaped,7.34,No,Strong,Low,3,Low,5,Yes,Yes,"95, Shenoy Marg, Buxar 623651"
217,Garima,Rege,12,59,Female,Postgraduate,Employed,Married,Yes,No,No,1,Fraud,14,Good,Escaped,3.88,Yes,Strong,High,1,High,1,Yes,No,"34/74, Desai Street, Meerut 826375"
218,Naksh,Sehgal,21,22,Male,Primary,Self-Employed,Widowed,Yes,No,No,7,Drug Trafficking,14,Average,Parole,1.25,No,Moderate,Low,2,Middle,4,Yes,Yes,"45, Ramakrishnan Nagar, Mangalore-451820"
219,Harrison,Nayak,20,40,Other,Primary,Employed,Married,Yes,Yes,Yes,0,Drug Trafficking,20,Good,Escaped,4.58,Yes,Weak,Moderate,3,Low,3,Yes,Yes,"58, Mandal Ganj, Rourkela-301681"
220,Saanvi,Sura,12,37,Other,Graduate,Unemployed,Married,Yes,No,No,1,Murder,5,Poor,Completed Sentence,8.52,No,Weak,Moderate,0,Low,0,Yes,No,"H.No. 27, Parekh Path, Panihati 778335"
221,Divya,Narain,12,58,Other,Higher Secondary,Unemployed,Divorced,No,Yes,Yes,6,Fraud,7,Good,Parole,9.92,Yes,Moderate,High,5,Low,0,No,No,"33/160, Pillay Ganj, Katihar 098337"
222,Januja,Sinha,22,25,Male,Higher Secondary,Self-Employed,Divorced,Yes,No,No,7,Theft,14,Poor,Escaped,7.45,Yes,Strong,Low,4,High,3,Yes,Yes,"350, Amble, Ozhukarai-104423"
223,Aahana,Kamdar,12,23,Other,Postgraduate,Self-Employed,Single,Yes,Yes,No,2,Theft,18,Poor,Completed Sentence,1.89,Yes,Strong,Low,0,High,1,No,Yes,"56/732, Chaudhari Nagar, Lucknow 242596"
224,Bhanumati,Batta,14,48,Male,Postgraduate,Unemployed,Widowed,Yes,Yes,Yes,9,Fraud,12,Good,Parole,4.55,Yes,Moderate,Moderate,3,Middle,3,Yes,No,"H.No. 80, Bala Nagar, Nellore 370097"
225,Jagdish,Keer,20,39,Male,Secondary,Unemployed,Divorced,No,No,Yes,3,Fraud,19,Poor,Escaped,8.71,No,Moderate,Moderate,3,High,3,Yes,Yes,"09/192, Rai Circle, Agra-828621"
226,Lekha,Shanker,18,32,Female,Higher Secondary,Employed,Married,No,No,No,5,Assault,16,Poor,Escaped,4.41,Yes,Moderate,Moderate,4,Middle,4,No,Yes,"73/98, Hari Road, Raichur 199749"
227,Shivansh,Ratti,19,29,Male,Graduate,Self-Employed,Divorced,Yes,No,Yes,5,Theft,12,Poor,Completed Sentence,3.71,Yes,Weak,Moderate,0,High,1,Yes,No,"H.No. 66, Chakrabarti Chowk, Satna 656448"
228,Daksha,Bhandari,15,46,Other,Higher Secondary,Unemployed,Widowed,Yes,No,No,6,Assault,11,Average,Parole,2.4,Yes,Strong,Moderate,0,High,2,No,No,"97/21, Raj Ganj, Akola-348318"
229,Chandresh,Kata,19,19,Male,Graduate,Employed,Married,No,Yes,No,3,Murder,7,Poor,Escaped,5.11,Yes,Moderate,Low,3,High,1,Yes,Yes,"08, Sarkar Chowk, Thoothukudi-141699"
230,Omaja,Krishnan,29,51,Female,No Formal Education,Unemployed,Widowed,No,No,No,9,Murder,18,Poor,Parole,6.52,Yes,Weak,High,5,Middle,1,Yes,Yes,"340, Sampath Circle, Jaunpur 646288"
231,Radhika,Mall,14,62,Other,Secondary,Unemployed,Widowed,Yes,No,No,8,Cybercrime,7,Good,Escaped,4.5,No,Moderate,Low,2,High,4,Yes,No,"394, Bansal Street, Tirupati-574590"
232,Guneet,Nanda,10,46,Other,Secondary,Self-Employed,Widowed,Yes,Yes,No,6,Theft,19,Average,Parole,3.94,Yes,Weak,High,1,Low,0,Yes,No,"H.No. 850, Dhar Circle, Yamunanagar 837290"
233,Amara,De,22,55,Other,Higher Secondary,Unemployed,Married,No,No,No,9,Assault,2,Poor,Parole,8.01,No,Weak,High,2,Low,5,No,Yes,"11/541, Sastry Circle, Kharagpur 825427"
234,Faris,Kala,21,49,Other,Primary,Unemployed,Single,No,No,No,5,Murder,19,Poor,Completed Sentence,1.7,No,Strong,High,3,Low,3,No,No,"513, Kala Chowk, Bhalswa Jahangir Pur 834703"
235,Simon,Konda,26,40,Male,No Formal Education,Employed,Married,Yes,Yes,No,2,Murder,9,Good,Completed Sentence,1.26,No,Strong,Low,0,Low,4,No,Yes,"72/73, Ranganathan Ganj, Chandrapur-933466"
236,Sara,Bose,12,70,Male,Higher Secondary,Self-Employed,Married,No,No,No,3,Assault,16,Good,Completed Sentence,9.95,Yes,Weak,Moderate,1,High,1,Yes,No,"16/84, Kakar Nagar, Davanagere 579317"
237,Nicholas,Pandey,25,26,Other,Higher Secondary,Employed,Married,Yes,No,Yes,10,Fraud,13,Poor,Escaped,7.68,Yes,Weak,Low,5,Middle,3,Yes,Yes,"25/12, Sant Zila, Gopalpur-573551"
238,Bhanumati,Bhatnagar,30,52,Other,No Formal Education,Unemployed,Widowed,Yes,No,No,1,Murder,12,Good,Completed Sentence,6.1,Yes,Moderate,High,3,Middle,3,No,No,"924, Agrawal Street, Unnao-146591"
239,Omaja,Dyal,19,57,Female,Primary,Unemployed,Widowed,Yes,Yes,No,0,Cybercrime,9,Good,Parole,8.42,Yes,Weak,Low,2,Low,5,No,No,"96/704, Kala Path, Sagar 949402"
